state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
South Dakota,46051,Grant County,7068,3.108,2.968,48.698,3,52816,11.1,17.2,24.5,30.6,2.4,276.9,39.613,66.844,27.232
Oklahoma,40037,Creek County,70244,3.899,20.163,50.347,4.8,46614,14.7,15,34.9,36.8,19.7,277.1,54.558,74.825,20.267
Illinois,17177,Stephenson County,46537,3.674,13.491,51.619,6.7,48569,10,18,27.8,32.9,20.8,277.2,16.973,55.544,38.571
Ohio,39101,Marion County,65655,2.515,9.298,46.99,5.1,42240,14.1,12.5,32.8,35.8,580.2,277.2,34.369,64.578,30.209
Alabama,1017,Chambers County,34320,2.025,42.127,52.114,6,34116,22.5,12.2,31.6,39.7,57.4,277.4,14.806,56.634,41.828
Tennessee,47093,Knox County,435725,4.033,13.885,51.375,4.8,47199,10.1,34.5,26.7,29.7,61.1,277.5,23.91,58.976,35.066
Arkansas,5011,Bradley County,11790,14.539,31.693,51.181,6.2,32734,20.6,11.2,35.8,39,17.7,277.6,23.165,59.228,36.062
Illinois,17077,Jackson County,58103,4.196,22.592,49.757,5.6,34395,9.4,33.8,26.3,31.5,26.6,277.6,-2.978,44.429,47.407
Minnesota,27089,Marshall County,9184,4.457,2.664,49.273,6.9,54433,11.4,17.9,22.9,29.7,9.7,277.6,41.364,66.917,25.553
Missouri,29181,Ripley County,13395,1.297,3.637,50.92,7.9,30019,25.3,10.7,29.6,34.3,8.3,277.6,66.872,81.914,15.042
Alabama,1019,Cherokee County,24448,1.539,7.355,50.35,5.4,38013,20.5,13.7,33.5,33.6,46.9,277.8,69.361,83.871,14.51
South Carolina,45041,Florence County,134208,2.461,45.601,53.125,6.6,42232,16.8,21.5,28.8,34.1,34.9,277.9,4.965,51.061,46.097
Mississippi,28121,Rankin County,143124,2.654,23.132,51.721,4.2,58368,10.8,28.7,28.5,31.5,20.3,278,52.851,75.246,22.396
Tennessee,47103,Lincoln County,33374,3.31,10.571,51.139,4.9,41802,17.7,16.3,34.8,32.1,43.1,278.1,58.968,78.184,19.216
Tennessee,47137,Pickett County,4783,1.419,1.36,50.155,7.8,31996,24.5,12.3,34.7,33.1,19.1,278.1,56.842,77.386,20.544
Kentucky,21015,Boone County,118576,4.138,8.124,50.51,4.2,66939,8.1,30.8,23.3,32.5,79.9,278.2,41.786,67.886,26.1
West Virginia,54039,Kanawha County,191663,1.085,11.234,51.789,6,43936,12.4,24.9,27.4,32.7,214.1,278.3,20.64,57.955,37.315
Illinois,17049,Effingham County,34424,1.909,2.037,50.316,4.9,52578,8.7,20.2,21.9,31.8,30.2,278.4,60.489,78.11,17.621
North Carolina,37033,Caswell County,23004,3.522,35.709,49.283,6.4,42730,24.2,10.7,32.2,36,131.3,278.4,11.498,54.76,43.262
North Carolina,37045,Cleveland County,99274,3.234,24.043,51.906,6.5,39444,17.7,16.5,29.8,30.9,49.3,278.5,30.582,64.332,33.749
Georgia,13251,Screven County,15054,1.864,43.942,50.89,8.1,34012,19,13,27.7,33,22.6,278.6,17.635,57.993,40.358
Kentucky,21171,Monroe County,11569,3.084,3.684,50.211,4.4,30172,24.4,11.7,27.2,29.9,34.9,278.6,73.673,85.714,12.042
Kentucky,21201,Robertson County,2237,1.216,2.011,47.521,6.5,37281,28.8,14.9,29.7,34.6,95.8,278.8,53.011,74.926,21.915
Missouri,29067,Douglas County,13608,1.249,3.417,50.505,6.8,31805,20.8,9.7,32.2,32.5,20.8,278.8,67.557,82.323,14.766
Mississippi,28091,Marion County,25732,1.436,34.186,51.653,7.4,33428,24.5,12.3,33.8,34.2,133.2,278.9,36.048,67.264,31.216
Illinois,17087,Johnson County,13730,3.409,11.221,43.355,8.6,45773,16.3,15.8,21.6,29.4,37.7,279.1,58.318,77.181,18.863
Alabama,1071,Jackson County,52838,2.915,8.604,50.8,6.6,36923,24.7,12.9,30.9,32,49.4,279.2,62.449,80.072,17.623
Michigan,26005,Allegan County,113449,7.191,4.916,50.117,4,54232,10,20.8,22.6,30.2,10.5,279.2,28.793,61.306,32.513
Michigan,26011,Arenac County,16092,1.94,3.434,49.361,8.6,36460,15.1,11.5,25.6,34,49.6,279.2,33.07,63.082,30.012
Minnesota,27109,Olmsted County,143962,4.8,14.543,51.081,3,69430,6,40.2,17,25.6,7.9,279.2,-0.754,44.992,45.746
Missouri,29075,Gentry County,6108,1.225,2.466,51.689,4.2,39444,12.4,17.3,26.8,28.7,29.4,279.2,56.017,75.964,19.947
Florida,12037,Franklin County,11280,5.17,16.98,42.879,4.6,36788,21.6,16,27.7,32.2,21.6,279.4,39.664,68.616,28.952
Mississippi,28045,Hancock County,40962,3.839,12.512,50.745,6.6,46288,15,22.5,31.3,31.9,51.9,279.4,59.371,78.324,18.953
Texas,48309,McLennan County,233378,25.631,19.937,51.169,4.1,43488,17.2,22.1,25.9,28.6,7.8,279.4,27.09,61.651,34.561
Georgia,13301,Warren County,5755,1.099,61.319,53.132,7.7,31623,29.6,8,30.3,32,20.5,279.5,-13.808,42.496,56.304
Kansas,20005,Atchison County,16411,3.22,9.361,51.104,6.1,44199,8.2,19,29.6,33.1,14,279.7,31.769,62.209,30.44
Kansas,20197,Wabaunsee County,6846,3.41,3.942,49.245,3.9,59160,4.4,22.3,23.2,30.9,3.4,279.8,47.455,70.599,23.144
South Carolina,45089,Williamsburg County,34445,2.33,66.992,51.698,9.2,29609,21.4,12,31.9,42.5,56.3,279.9,-33.796,32.314,66.111
South Carolina,45091,York County,227003,5.073,24.32,51.718,5.5,54196,12.4,28.6,20.5,29.4,36.8,279.9,22.054,58.404,36.35
West Virginia,54053,Mason County,25568,0.632,2.663,51.914,8.5,35799,16.6,10.1,31.6,36.1,63.4,280,54.652,75.106,20.455
New Jersey,34031,Passaic County,491778,40.231,25.059,51.28,6.9,58030,17.5,26.2,23.2,25.7,917,280.1,-21.745,37.805,59.55
Tennessee,47153,Sequatchie County,13915,3.416,3.045,50.827,6.7,44111,18,13.1,32.1,28.3,41.8,280.1,59.696,78.242,18.546
Iowa,19079,Hamilton County,15238,5.78,4.964,50.606,4.2,53691,9.2,19,27.5,30.6,18.5,280.2,22.862,58.638,35.775
Missouri,29119,McDonald County,23063,11.717,11.35,49.318,4.6,34863,21.7,12.3,33.7,28.1,28.5,280.2,64.011,80.153,16.142
Nebraska,31019,Buffalo County,45814,8.864,4.85,50.069,2.4,51550,7.4,32.8,22.6,30.1,2.6,280.2,47.536,70.44,22.904
Nebraska,31171,Thomas County,565,2.047,1.608,47.661,3,39537,6.4,24.2,26.8,32.8,9.1,280.2,81.137,88.889,7.752
Missouri,29035,Carter County,5870,1.932,3.656,51.653,7.5,32170,22.6,14.8,29.9,31.1,13.4,280.3,66.397,81.738,15.341
Kentucky,21087,Green County,11510,1.444,4.296,50.781,5.4,33640,22.5,10.8,32,38.1,51.8,280.6,66.379,81.98,15.601
Montana,30047,Lake County,28605,4.179,32.593,50.579,4.9,38221,9.3,24.9,23.1,27.7,1.1,280.6,21.254,57.601,36.347
Texas,48381,Randall County,116483,20.448,7.828,50.741,2.9,64636,8.4,30.7,28.2,26.6,47.6,280.6,65.113,80.611,15.498
Pennsylvania,42109,Snyder County,38519,2.183,3.039,50.576,4.5,49117,17.7,16.6,21.9,32.5,190.4,280.7,47.26,71.695,24.435
Arkansas,5037,Cross County,18544,1.886,25.185,51.475,5.6,38597,21.5,12.4,37.6,37.9,29,280.8,37.622,66.691,29.069
Kansas,20009,Barton County,27464,14.404,4.671,50.677,4.3,46942,14.2,17.3,25.7,35.4,4.3,280.9,58.912,76.983,18.071
Kentucky,21107,Hopkins County,46167,1.904,9.576,51.281,5.7,42477,16.3,13.9,27.1,35,20.2,280.9,53.916,75.104,21.189
Illinois,17187,Warren County,17409,9.614,6.79,51.075,5.4,44180,11.5,20.5,27.3,30.5,53.5,281,16.675,55.416,38.74
Texas,48013,Atascosa County,44633,63.489,4.546,50.197,4.8,52785,24.2,13.6,30.1,27.9,2.1,281,29.129,63.197,34.068
Arkansas,5099,Nevada County,9164,3.365,33.337,50.876,5.2,30935,18,14.2,33.7,36,14.6,281.2,26.056,61.702,35.646
Arkansas,5137,Stone County,11991,2.031,3.5,50.442,6.5,30010,20,16.3,35.9,32.6,20.4,281.3,51.94,73.294,21.354
Illinois,17155,Putnam County,6009,4.961,2.498,48.423,6.4,62024,10.5,13.7,22.5,29.9,30.9,281.4,20.124,57.282,37.159
Virginia,51173,Smyth County,31738,1.856,4.382,50.807,6.5,37831,20.2,14.9,27.5,29.6,71.4,281.5,55.251,76,20.749
Wisconsin,55029,Door County,27815,2.744,2.98,50.838,6.8,49717,6,29.4,21.5,27.5,57.6,281.5,3.207,49.339,46.132
Arkansas,5077,Lee County,10319,2.622,56.404,44.187,6.9,28006,31.7,6.4,35.3,35.7,17.3,281.6,-16.755,40.695,57.45
North Dakota,38001,Adams County,2236,1.484,3.773,51.335,2.9,45710,4.9,23.9,28.1,31.9,57,281.6,57.048,74.959,17.91
Illinois,17153,Pulaski County,6218,2.025,35.048,51.638,9,33943,18.9,11.2,24.1,27.3,12.1,281.7,30.975,64.011,33.037
South Dakota,46027,Clay County,13490,2.771,9.238,50.573,3.1,43453,4.3,43.1,21.5,31.1,3.9,281.7,-9.844,41.606,51.45
Arkansas,5139,Union County,42782,3.766,35.809,51.427,6.4,40841,17.1,17.4,37.8,39.4,40.1,282,27.591,62.076,34.485
Maine,23005,Cumberland County,278559,1.982,7.413,51.36,3.4,61436,6.2,42,15.2,22.7,10.8,282,-26.417,33.692,60.108
North Carolina,37133,Onslow County,173064,12.327,23.701,45.659,6,47201,9.7,18.4,21.4,29.7,41.2,282,34.654,65.642,30.988
South Carolina,45045,Greenville County,451428,8.84,23.163,51.408,5,49659,13.6,31.6,22,28.1,73.9,282.1,24.699,59.363,34.663
North Carolina,37115,Madison County,20442,2.422,4.163,50.296,5.7,38445,19.7,20.3,24,24.8,65.8,282.2,25.862,61.417,35.555
South Dakota,46135,Yankton County,21986,3.497,7.484,48.022,2.6,47363,8.1,26.7,19.5,30,7.7,282.4,24.47,58.798,34.328
Indiana,18047,Franklin County,23148,1.006,1.976,49.668,5.1,54086,14.2,17.7,25.6,26.2,43.6,282.5,60.946,78.844,17.898
Oklahoma,40097,Mayes County,40065,3.365,32.443,50.336,4.2,41806,14.6,15.9,31.9,34.7,42.7,282.5,51.725,73.511,21.786
Vermont,50011,Franklin County,48182,1.443,4.527,50.308,3.7,59184,11,23.2,22.7,27.5,9.5,282.5,-3.092,45.176,48.268
Indiana,18151,Steuben County,33579,3.404,2.869,49.226,3.9,50078,11,20.1,28.9,33.7,75.6,282.6,43.95,69.697,25.747
Virginia,51185,Tazewell County,44907,0.904,5.48,50.171,7.5,38292,21.6,12.8,29.6,30.3,86.9,282.6,66.315,81.968,15.653
West Virginia,54009,Brooke County,23509,0.891,3.52,50.916,7.3,43572,9.6,17.1,28.2,39,269.8,282.6,42.191,68.91,26.719
Arizona,4025,Yavapai County,215686,14.408,6.59,51.179,5.6,44145,10.1,24.9,20.4,25.3,26,282.7,31.426,63.443,32.017
Pennsylvania,42075,Lebanon County,130506,12.001,6.557,50.837,4.4,53861,14.4,19.8,22.8,29.5,254.4,282.7,35.555,65.874,30.319
Missouri,29083,Henry County,22176,2.236,4.462,50.582,5.5,39232,13,15.1,29.5,29.5,12.4,282.8,47.854,71.761,23.907
Illinois,17037,DeKalb County,107333,10.925,12.698,50.48,5.6,56536,8.3,29.9,18.7,28.3,31.9,283,-3.044,44.715,47.76
Tennessee,47187,Williamson County,176838,4.768,10.278,51.231,4.1,97936,5.2,54.1,20.2,25.9,68.6,283,35.5,65.1,29.601
Washington,53051,Pend Oreille County,12946,3.698,8.657,48.755,9.5,42579,9.7,16.6,19.1,28.8,9.3,283,35.898,64.407,28.508
Wisconsin,55047,Green Lake County,18472,4.927,2.906,49.597,5.4,51175,12.4,17.3,23.6,34.6,54.5,283.2,37.681,66.667,28.986
Mississippi,28157,Wilkinson County,10143,0.603,70.982,46.437,10.6,27596,27.4,14.6,34.5,39.9,24.4,283.3,-36.44,31.265,67.705
Tennessee,47123,Monroe County,45830,4.252,5.228,50.471,6.4,37392,22.1,11.2,35.2,35.5,60.2,283.3,59.689,78.364,18.674
Ohio,39083,Knox County,59637,1.458,3.31,50.962,4.7,46908,12.6,21.4,23.3,27.6,170.7,283.4,38.188,66.85,28.662
Kentucky,21025,Breathitt County,15575,0.934,2.166,49.844,9.5,28647,32.5,11.5,32,41.6,41.3,283.5,42.79,69.59,26.8
South Dakota,46079,Lake County,11994,2.361,4.429,48.233,3.6,53175,7,28.4,19.8,31.3,6.2,283.5,25.405,59.505,34.1
Texas,48153,Floyd County,6474,57.228,7.744,50.517,5.6,36898,23.6,17.2,23.5,26.8,4.4,283.7,53.013,75.23,22.217
Michigan,26041,Delta County,36918,1.174,5.564,50.529,6.5,43338,8.8,18,22.4,32.1,25.3,283.9,25.348,60.172,34.824
Arkansas,5049,Fulton County,11585,1.27,3.228,50.197,5.4,33347,15.5,10.7,31.4,32.9,19.8,284,50.367,72.731,22.364
Tennessee,47155,Sevier County,86243,5.401,4.491,51.035,6.1,39905,18.2,15.4,37.3,30.6,53.1,284.1,61.683,79.077,17.394
Texas,48431,Sterling County,1259,38.683,5.769,48.373,3.5,59854,23.8,26.6,23.9,27.4,10.7,284.1,75.671,86.73,11.058
Kentucky,21205,Rowan County,22872,1.645,4.031,51.109,6,37287,19.9,25.5,28.1,34.4,53.9,284.2,21.251,58.516,37.265
Tennessee,47073,Hawkins County,57784,1.41,3.55,50.837,6.5,39506,18.7,13,38.8,32.9,45.1,284.3,63.347,80.27,16.923
Kentucky,21209,Scott County,45841,4.361,9.107,50.841,4.1,61989,12.1,28,22.6,29.4,69.2,284.5,30.354,62.255,31.901
Montana,30081,Ravalli County,40431,3.403,4.254,50.243,5.2,42902,8.7,24.2,20,23.3,0.7,284.5,38.455,66.328,27.873
Texas,48501,Yoakum County,7698,63.878,4.985,50.538,3.8,60738,26.6,15.8,23.5,26.7,65,284.5,59.635,78.164,18.53
Indiana,18011,Boone County,56287,2.725,5.866,50.493,3.7,68352,6.3,42.5,22.2,27.8,77.3,284.6,29.547,61.302,31.755
Kentucky,21073,Franklin County,48968,3.057,15.807,51.786,4.4,49400,13.6,27.4,25.4,33.2,100.3,284.6,4.619,49.535,44.916
Tennessee,47117,Marshall County,30279,5.134,9.968,50.799,5.7,42839,18.3,13.2,33.1,31.3,56.7,284.6,46.65,71.628,24.978
Iowa,19085,Harrison County,15328,1.346,2.04,50.34,3.3,52824,8.7,18.3,23.3,32.3,30.8,284.7,37.53,66.305,28.775
Kentucky,21197,Powell County,13566,1.312,2.193,50.583,7.2,32783,26.4,13.6,30.3,36.3,82.6,284.7,45.209,70.869,25.661
Tennessee,47087,Jackson County,10875,1.981,2.372,49.805,8,35379,26.1,9.5,37,34.7,34.9,284.7,47.223,72.611,25.388
Illinois,17025,Clay County,13538,1.445,2.755,50.484,7.1,45709,12.7,13.5,28.8,31,32.6,284.8,63.635,79.787,16.152
Alabama,1057,Fayette County,17371,1.605,13.969,50.57,7,35664,23.9,13.8,31.4,33.7,27.5,284.9,65.239,81.808,16.569
Missouri,29025,Caldwell County,9160,2.152,3.517,49.634,4.5,43111,13,15.3,31.3,37.2,61.6,285,55.558,74.983,19.424
Pennsylvania,42055,Franklin County,144994,5.176,7.227,50.887,4.8,50434,14.2,19.1,27.4,32.2,18.1,285,46.481,71.46,24.979
Georgia,13241,Rabun County,16611,8.237,4.889,50.66,6.6,38449,14,25.8,24.8,29.4,44,285.1,60.938,79.092,18.153
West Virginia,54025,Greenbrier County,34527,1.43,5.747,51.143,6.5,36996,15.8,18.2,32.3,34.2,34.8,285.1,41.161,67.928,26.766
North Dakota,38069,Pierce County,3990,1.577,6.679,48.91,4.2,39572,16.7,15.3,25.6,34,6.6,285.2,49.604,70.941,21.337
Minnesota,27119,Polk County,30776,6.114,6.549,49.814,4.2,50175,10.4,21.3,25.1,33.5,20.6,285.3,29.031,61.09,32.059
South Carolina,45067,Marion County,33468,2.712,58.982,53.993,10,32283,18.5,15,33.7,39.9,28.5,285.3,-21.72,38.222,59.942
Tennessee,47139,Polk County,15648,1.806,3.19,50.188,6.8,36643,22.4,10.2,33.2,34.9,31.2,285.4,58.972,78.175,19.202
West Virginia,54059,Mingo County,26387,0.731,3.638,50.692,13.1,29839,27.6,10.5,36.7,40.3,63.4,285.5,68.761,83.177,14.415
Kansas,20101,Lane County,1742,6.826,5.449,49.82,3.4,53739,7,24,24.4,30.8,33.5,285.7,69.795,82.31,12.515
Pennsylvania,42049,Erie County,280291,3.998,11.895,50.647,5.3,45476,9.6,25.6,23.7,31.2,38.6,285.7,2.003,48.762,46.759
Arkansas,5101,Newton County,8191,1.795,4.512,49.526,5.1,35895,19.1,11.3,35.2,34.2,10.1,285.8,57.98,76.605,18.625
Minnesota,27129,Renville County,15718,8.085,4.136,48.986,4.8,54386,11.1,15.6,24.9,29.5,18.3,285.8,36.665,64.657,27.992
Arkansas,5113,Polk County,20259,6.802,5.906,50.742,6,33127,14.7,12.6,37.7,36.7,24.1,286,65.685,80.414,14.729
Illinois,17123,Marshall County,12702,3.422,2.37,50.492,6.7,53732,8.7,17.7,23.6,29.1,68.9,286,33.746,63.967,30.222
Kansas,20031,Coffey County,8436,2.576,4.258,50.823,5.7,55705,8,19.7,23.7,30.5,13.3,286.1,57.32,75.467,18.147
Missouri,29015,Benton County,18461,2.003,3.123,49.738,6.5,33236,15,11.8,26.8,31.2,20.4,286.1,54.132,75.25,21.119
West Virginia,54043,Lincoln County,22147,0.705,1.34,50.156,9.7,34295,23.8,9.1,34.5,39.9,49.7,286.1,54.694,75.229,20.535
Florida,12127,Volusia County,495890,12.695,15.675,51.186,5.7,40881,11.9,21.3,24.9,26,449.2,286.4,13.05,54.845,41.795
Louisiana,22051,Jefferson Parish,443342,14.174,33.872,51.49,5.7,47024,16,23.8,27.5,35.4,28.6,286.4,14.748,55.291,40.543
Florida,12069,Lake County,312119,14.44,15.679,51.595,5.4,46895,13.1,21,25.4,29.3,316.6,286.5,23.126,59.97,36.844
Georgia,13111,Fannin County,22945,2.041,3.255,51.105,6,37813,20.1,14.7,25.1,25.9,61.2,286.5,65.471,81.792,16.321
Texas,48095,Concho County,3579,56.579,5.244,29.748,3.3,40837,34.2,11.8,23.1,27.5,14.9,286.9,69.072,82.943,13.871
Virginia,51730,Petersburg city,32986,4.616,81.516,53.884,9,32749,23.9,14.9,26,41.4,1413.8,287,-76.963,10.556,87.519
North Dakota,38035,Grand Forks County,66414,4.022,11.698,48.483,2.4,50435,7.4,32.6,21.3,30.1,1.7,287.1,18.502,54.946,36.444
California,6105,Trinity County,14165,7.353,11.952,48.711,7.8,34961,9.3,22,19.8,25.1,4.3,287.2,11.302,51.081,39.779
Kansas,20149,Pottawatomie County,19994,5.438,6.018,50.18,3.5,65373,4.1,32.2,23.4,31.3,6.4,287.2,50.777,71.928,21.151
Kentucky,21013,Bell County,28972,0.918,4.854,51.077,8.5,24868,31.5,10.2,38.6,37.9,41.6,287.3,62.194,79.893,17.699
Kentucky,21105,Hickman County,4851,1.366,11.318,52.645,5.8,41588,17.8,11.7,29.7,35.2,53.9,287.3,56.004,76.82,20.816
Kentucky,21223,Trimble County,8958,3.125,3.49,49.766,5.8,46708,15.2,13.5,28.4,34,32.5,287.3,49.947,73.152,23.205
Missouri,29027,Callaway County,43727,2.199,8.284,49.137,4.7,49384,13.3,21.3,27.4,34.3,22.1,287.3,42.16,68.239,26.078
Pennsylvania,42053,Forest County,6775,6.019,21.039,32.456,7.7,37794,18.1,9.2,20,32.1,172.8,287.3,43.953,70.058,26.105
Kentucky,21091,Hancock County,8635,1.542,2.773,48.573,5.1,50358,12.9,11.6,26.2,34.5,107.2,287.4,35.966,64.943,28.977
Tennessee,47085,Humphreys County,18274,2.333,5.294,50.477,6.9,42837,15.3,13.6,32.2,35.6,42.1,287.5,41.476,69.029,27.553
Kansas,20207,Woodson County,3240,3.178,4.109,50.016,5.1,35502,11,18.4,27.3,33.4,16.5,287.6,55.845,74.859,19.014
West Virginia,54029,Hancock County,29729,1.321,4.645,51.595,7.8,48178,13,16.8,31.3,34.8,371.3,287.6,44.479,70.163,25.684
Nebraska,31031,Cherry County,5474,2.89,9.148,49.915,2.3,43564,9.2,20.4,29.4,26.2,4.4,287.7,74.822,85.107,10.286
South Carolina,45063,Lexington County,255607,5.767,19.589,51.174,4.8,54098,11.5,28.7,23.3,33.4,46.9,288.1,36.71,65.556,28.846
Oklahoma,40047,Garfield County,58928,11.952,14.4,50.087,3.9,49136,13.9,21.5,31,36.7,3.4,288.2,53.508,73.751,20.242
Texas,48333,Mills County,4994,17.653,3.551,51.245,3.6,38564,17.4,23.9,24.6,26.1,24.3,288.4,76.273,87.087,10.813
Oklahoma,40059,Harper County,3377,21.63,4.688,50.773,2.9,49204,15.7,17.9,34.2,35,5.4,288.5,79.192,88.013,8.822
Minnesota,27073,Lac qui Parle County,7110,1.969,2.64,49.665,4.1,48245,8.3,18.6,20.6,28.8,4.3,288.6,25.893,59.817,33.924
Nebraska,31145,Red Willow County,10651,5.19,3.5,50.032,2.6,43842,6.5,19.6,24,31.9,12.3,288.7,70.618,83.225,12.606
West Virginia,54105,Wirt County,5605,0.765,2.126,49.626,10.3,38600,13.1,10.9,31.3,36.9,24.6,288.7,63.071,78.963,15.892
Florida,12009,Brevard County,536357,9.651,16.348,51.197,5.9,47973,9.5,26.7,24.7,25.6,535,288.8,19.754,57.779,38.024
Iowa,19147,Palo Alto County,9279,2.398,3.121,50.706,3,50600,8.1,18.3,26.8,35.7,29.8,288.8,36.029,65.875,29.846
Indiana,18043,Floyd County,74426,2.925,9.036,51.444,4.2,53186,11.6,24.3,29.4,30.1,112.9,288.9,20.116,57.561,37.445
Michigan,26099,Macomb County,831427,2.528,17.689,51.327,6.1,54865,11.5,23.1,23.8,33.3,10.9,289.2,11.546,53.63,42.084
Florida,12121,Suwannee County,40149,9.061,16.545,47.662,5.5,38177,21.6,11.9,29,33.3,60.3,289.3,55.293,76.471,21.178
Minnesota,27077,Lake of the Woods Count,3880,1.631,4.945,48.483,4.4,44727,8.5,16.2,25.6,30.4,5.2,289.3,44.26,69.058,24.798
West Virginia,54015,Clay County,10022,0.595,1.829,49.663,11.2,32961,29.5,9.4,36.6,32.6,27.5,289.3,58.249,77.383,19.135
Illinois,17167,Sangamon County,195716,2.281,17.152,51.942,5.3,55371,7.5,33,23.8,28.5,65.6,289.5,9.424,51.645,42.221
Missouri,29131,Miller County,24778,1.84,3.377,50.094,6,37360,15.7,15.4,25,30.8,8.3,289.5,66.015,81.347,15.332
Virginia,51141,Patrick County,18636,2.937,7.537,50.834,5.5,34885,21.5,11.2,27.9,30.9,38.3,289.5,55.201,76.028,20.827
Illinois,17001,Adams County,67054,1.544,6.643,51.124,5,46061,9.8,20.8,24.4,37,7,289.6,47.526,71.552,24.026
Kentucky,21167,Mercer County,21920,2.593,6.703,50.918,5.1,43945,16.2,18.3,31.4,35.8,31,289.6,50.501,73.129,22.628
California,6093,Siskiyou County,44634,12.265,13.005,50.45,9.4,38641,11.2,24,18.7,23.2,7.2,289.8,21.45,57.326,35.877
Maine,23017,Oxford County,56244,1.227,3.374,50.404,5.5,40120,10.1,18.8,23.1,31.4,75.6,289.8,12.999,52.145,39.146
Iowa,19075,Grundy County,12177,1.311,1.817,50.864,3.7,61215,5.8,20.5,24.9,31.7,16.4,289.9,39.447,66.745,27.298
West Virginia,54085,Ritchie County,10208,0.781,1.553,50.301,7,46383,19.5,10.4,32.6,35.7,23.1,290,71.436,83.564,12.129
Montana,30055,McCone County,1624,1.485,3.149,48.841,2.1,43132,6.7,17.5,30,23.8,5.4,290.1,66.667,81.25,14.583
Pennsylvania,42107,Schuylkill County,146952,3.854,5.249,48.9,6.1,43169,12.9,14.9,27.9,35.1,16.1,290.1,43.367,70.019,26.652
Iowa,19005,Allamakee County,14407,5.538,3.32,49.021,4.8,45229,11.7,15.9,23.5,33.6,9.5,290.2,24.324,59.558,35.235
Iowa,19003,Adams County,3930,1.08,2.239,50.026,2.7,51929,9.5,14.7,25.2,30.8,13.5,290.4,39.769,66.907,27.137
Virginia,51036,Charles City County,7217,1.832,57.443,51.051,5.2,49768,24.5,11.8,27.9,35.2,39.7,290.5,-23.044,36.876,59.92
Oklahoma,40051,Grady County,51649,5.689,13.935,50.165,4.3,51199,14.4,17.2,29.2,34.8,34.4,290.6,60.273,77.697,17.424
Illinois,17137,Morgan County,34897,2.386,9.317,49.299,5.1,46406,10.6,22.1,24.7,28.8,42.8,290.9,29.897,62.025,32.128
Tennessee,47063,Hamblen County,63033,11.189,8.421,51.025,6.3,37410,19.4,16.1,30,30.8,38,290.9,57.165,76.967,19.802
South Dakota,46045,Edmunds County,3935,1.975,2.501,49.287,2.5,57148,12.3,23.6,24.2,29.1,7,291,54.901,74.713,19.812
Tennessee,47135,Perry County,7826,2.434,5.612,49.325,7,33776,22.7,12.7,34.2,31.4,50.9,291,54.991,75.902,20.911
Mississippi,28015,Carroll County,10278,1.337,34.824,48.931,8.4,38219,22.5,13.1,36,34.2,25.5,291.2,38.867,68.995,30.128
Virginia,51089,Henry County,54888,5.565,24.959,51.741,6.5,34842,22.2,11.5,37.6,32.3,141.6,291.2,29.165,63.286,34.121
Alabama,1127,Walker County,68742,2.412,8.858,51.366,7.2,37245,22.9,10.7,30.5,33.2,84.7,291.3,67.442,82.782,15.34
Iowa,19055,Delaware County,17205,1.322,1.724,49.911,3.3,55958,10,14.9,25.7,33.9,15.9,291.3,29.809,62.062,32.253
Alabama,1105,Perry County,10623,1.44,68.649,53.15,10,27403,30.4,9.1,33.5,43,14.7,291.4,-46.051,26.698,72.75
Montana,30063,Missoula County,108623,3.241,7.982,49.803,3.9,44716,5,40.2,15.4,22.2,3.5,291.5,-15.742,37.781,53.523
Tennessee,47163,Sullivan County,154552,1.757,4.949,51.519,5.9,38840,15.3,21.2,33.3,30.1,29,291.7,56.243,76.139,19.896
Iowa,19179,Wapello County,35334,10.488,5.925,50.428,5.1,42414,16,15.3,30.3,35.6,15.6,291.9,20.799,58.082,37.283
Kentucky,21101,Henderson County,45496,2.329,10.802,51.518,5,43040,14.8,16.4,27.8,32.6,44.2,291.9,27.668,61.705,34.037
Missouri,29095,Jackson County,705708,8.939,29.664,51.622,5.9,46185,11.3,28,23.4,31,19.3,291.9,-16.645,39.031,55.676
West Virginia,54109,Wyoming County,23304,0.497,2.185,50.666,9.7,34419,26.1,9,33.9,38.8,47.6,292.1,69.996,83.583,13.587
Nebraska,31061,Franklin County,3089,2.178,2.245,49.581,2.4,44794,8.3,17.8,24.4,36.7,10.2,292.2,66.123,81.22,15.097
Tennessee,47031,Coffee County,52521,4.129,7.443,51.106,5.6,45235,16.8,18.2,33.9,35.9,82.1,292.2,48.595,72.425,23.83
Tennessee,47147,Robertson County,66581,6.366,10.456,50.757,4.9,52640,14.1,16.9,33,35.6,150.2,292.3,47.182,71.714,24.532
Illinois,17073,Henry County,49314,5.516,4.161,50.193,6.2,51025,10.9,19.6,27,30.5,19.3,292.4,21.158,57.618,36.46
Kansas,20029,Cloud County,9263,3.384,4.306,50.461,3.9,42697,9.2,17.2,28.1,29.9,13.2,292.5,55.129,74.55,19.421
Tennessee,47015,Cannon County,13860,2.03,4.292,50.34,5.8,41068,20.8,12.8,31,33.3,84.8,292.7,54.35,75.599,21.249
Tennessee,47111,Macon County,22057,5.126,3.529,51.698,5.3,36886,25.6,9,32.1,34.2,46.3,292.7,69.279,83.578,14.299
