"id","health","partyid","age","sex","sexornt","educ","marital","race","income"
2014,"good","other",73,"male","bisexual/other",15,"married","white",NA
2017,"fair","rep",49,"female","bisexual/other",12,"no longer married","white",NA
2018,"fair","rep",69,"male","hetero",15,"married","white",NA
2020,"good","rep",51,"male","bisexual/other",15,"married","white",NA
2022,"excellent","rep",66,"female","bisexual/other",15,"married","white",NA
2024,"good","dem",57,"male","bisexual/other",17,"no longer married","white",100
2025,"good","rep",44,"male","hetero",20,"married","white",160
2026,"good","other",26,"female","bisexual/other",16,"never married","black",45
2027,"excellent","dem",44,"male","hetero",20,"never married","white",45
2028,"excellent","dem",58,"female","bisexual/other",19,"no longer married","white",160
2030,"good","other",24,"male","hetero",19,"married","white",NA
2031,"good","dem",28,"female","bisexual/other",15,"married","white",21.25
2033,"good","dem",34,"male","bisexual/other",14,"married","white",2
2035,"good","dem",62,"female","hetero",14,"married","other",32.5
2037,"good","dem",37,"male","bisexual/other",14,"never married","white",27.5
2038,"good","rep",36,"male","hetero",9,"no longer married","white",32.5
2039,"poor","other",41,"male","bisexual/other",10,"no longer married","white",NA
2041,"excellent","rep",71,"male","bisexual/other",19,"married","white",100
2043,"excellent","dem",44,"male","bisexual/other",12,"no longer married","other",32.5
2044,"excellent","other",50,"male","bisexual/other",14,"no longer married","other",55
2046,"excellent","rep",69,"female","hetero",16,"no longer married","other",NA
2047,"fair","rep",63,"female","bisexual/other",18,"married","white",NA
2049,"good","other",66,"male","bisexual/other",12,"married","white",5.5
2050,"excellent","rep",35,"male","bisexual/other",12,"no longer married","white",45
2051,"good","other",44,"male","hetero",12,"married","white",45
2052,"good","dem",81,"female","bisexual/other",12,"no longer married","white",NA
2053,"poor","rep",76,"male","hetero",14,"married","white",NA
2054,"excellent","other",34,"female","hetero",12,"married","white",NA
2055,"fair","rep",18,"male","bisexual/other",8,"never married","white",4.5
2056,"good","dem",36,"male","hetero",12,"never married","white",27.5
2058,"fair","other",41,"female","hetero",11,"married","white",NA
2060,"good","rep",57,"male","bisexual/other",12,"no longer married","white",NA
2061,"poor","dem",30,"female","hetero",14,"never married","white",NA
2063,"good","dem",53,"female","bisexual/other",12,"never married","white",18.75
2066,"excellent","rep",37,"male","hetero",12,"never married","other",3.5
2069,"good","rep",52,"female","hetero",14,"married","white",55
2071,"fair","rep",60,"female","hetero",11,"no longer married","white",NA
2073,"good","dem",33,"female","bisexual/other",9,"married","white",NA
2075,"fair","rep",53,"female","bisexual/other",12,"no longer married","white",11.25
2076,"good","dem",66,"female","hetero",12,"no longer married","white",32.5
2078,"good","other",27,"female","bisexual/other",12,"married","white",NA
2081,"good","other",28,"female","bisexual/other",14,"married","white",11.25
2083,"good","other",59,"male","bisexual/other",14,"married","white",21.25
2085,"good","rep",75,"female","bisexual/other",12,"married","white",NA
2088,"good","rep",36,"male","hetero",14,"married","other",67.5
2089,"good","rep",65,"male","bisexual/other",8,"married","white",NA
2091,"fair","rep",29,"female","bisexual/other",13,"never married","white",9
2093,"good","rep",39,"male","bisexual/other",17,"married","white",82.5
2094,"excellent","rep",40,"female","bisexual/other",14,"married","white",67.5
2096,"fair","rep",63,"female","hetero",12,"married","white",NA
2097,"good","rep",39,"female","bisexual/other",12,"married","white",NA
2098,"excellent","rep",33,"female","bisexual/other",14,"never married","white",32.5
2099,"excellent","rep",57,"female","bisexual/other",13,"no longer married","white",32.5
2100,"excellent","dem",44,"female","hetero",16,"no longer married","white",67.5
2101,"good","rep",43,"female","bisexual/other",17,"married","white",NA
2102,"excellent","rep",48,"male","bisexual/other",15,"married","white",140
2103,"good","other",27,"male","hetero",12,"never married","white",55
2104,"good","dem",59,"female","hetero",12,"no longer married","white",NA
2105,"good","dem",46,"male","bisexual/other",13,"married","other",67.5
2107,"excellent","rep",63,"male","hetero",16,"married","white",67.5
2108,"good","rep",76,"female","bisexual/other",12,"no longer married","white",NA
2109,"excellent","rep",56,"female","hetero",16,"married","white",200
2110,"excellent","rep",39,"male","bisexual/other",13,"married","white",32.5
2111,"fair","other",34,"female","bisexual/other",14,"never married","white",13.75
2112,"good","other",36,"female","bisexual/other",12,"married","white",13.75
2114,"good","other",62,"male","gay",20,"no longer married","white",NA
2115,"good","dem",75,"female","bisexual/other",14,"no longer married","black",NA
2119,"good","other",20,"female","hetero",10,"married","white",NA
2122,"good","rep",52,"female","hetero",13,"married","white",NA
2123,"good","rep",87,"male","hetero",14,"no longer married","white",NA
2124,"fair","other",39,"male","hetero",14,"married","white",27.5
2126,"fair","rep",30,"female","hetero",14,"never married","white",NA
2127,"good","rep",20,"female","hetero",13,"never married","white",0.5
2129,"fair","dem",36,"female","hetero",17,"married","white",27.5
2131,"fair","dem",62,"male","bisexual/other",12,"married","white",100
2133,"good","dem",38,"female","bisexual/other",20,"married","white",45
2134,"excellent","rep",59,"male","hetero",16,"married","white",67.5
2136,"poor","dem",55,"female","bisexual/other",12,"married","white",NA
2137,"poor","rep",37,"female","hetero",12,"married","white",32.5
2139,"excellent","other",58,"female","bisexual/other",9,"married","white",NA
2141,"fair","dem",46,"female","hetero",12,"married","white",9
2143,"fair","rep",85,"male","bisexual/other",12,"married","white",NA
2144,"fair","rep",73,"male","bisexual/other",16,"married","white",NA
2145,"good","other",89,"male","hetero",12,"no longer married","white",120
2146,"fair","dem",69,"male","bisexual/other",14,"no longer married","white",NA
2148,"excellent","rep",66,"female","bisexual/other",12,"married","white",NA
2150,"poor","rep",56,"male","bisexual/other",6,"married","white",NA
2153,"fair","other",34,"female","hetero",14,"never married","white",27.5
2156,"excellent","dem",26,"male","bisexual/other",17,"never married","white",21.25
2157,"excellent","dem",53,"male","bisexual/other",12,"no longer married","white",200
2159,"fair","other",20,"female","bisexual/other",13,"never married","black",0.5
2160,"good","rep",39,"female","hetero",12,"no longer married","white",45
2161,"good","dem",38,"female","bisexual/other",12,"married","white",55
2164,"good","dem",82,"male","bisexual/other",9,"married","white",NA
2165,"good","dem",47,"female","hetero",12,"never married","white",NA
2166,"good","rep",38,"male","bisexual/other",14,"married","white",NA
2167,"good","dem",25,"male","bisexual/other",14,"never married","black",27.5
2169,"good","rep",55,"female","hetero",10,"married","other",32.5
2170,"good","rep",74,"female","bisexual/other",16,"never married","white",NA
2171,"excellent","rep",77,"male","bisexual/other",12,"married","white",NA
2172,"good","dem",61,"female","bisexual/other",12,"no longer married","white",0.5
2173,"good","rep",29,"male","hetero",12,"never married","white",100
2174,"good","other",29,"female","bisexual/other",12,"married","white",13.75
2176,"fair","dem",37,"female","hetero",12,"no longer married","white",18.75
2178,"good","dem",80,"female","bisexual/other",14,"no longer married","white",13.75
2179,"good","dem",78,"female","hetero",12,"no longer married","white",NA
2180,"fair","rep",59,"male","hetero",12,"married","white",NA
2184,"excellent","rep",44,"female","bisexual/other",16,"married","white",NA
2186,"fair","dem",83,"male","bisexual/other",12,"married","white",NA
2187,"fair","other",47,"female","bisexual/other",12,"no longer married","white",45
2189,"fair","other",37,"male","bisexual/other",12,"married","white",NA
2191,"excellent","rep",40,"male","bisexual/other",12,"married","white",45
2192,"good","dem",39,"male","hetero",16,"married","white",82.5
2193,"good","other",30,"female","bisexual/other",19,"never married","white",13.75
2194,"good","other",29,"male","hetero",15,"never married","other",NA
2195,"good","other",24,"female","bisexual/other",12,"never married","other",2
2198,"fair","dem",59,"male","bisexual/other",16,"no longer married","black",37.5
2199,"good","dem",39,"male","hetero",18,"never married","white",37.5
2201,"good","rep",56,"female","bisexual/other",10,"no longer married","white",4.5
2204,"good","other",35,"female","hetero",13,"never married","white",NA
2206,"good","other",62,"male","bisexual/other",12,"married","white",67.5
2207,"good","rep",33,"female","hetero",20,"married","white",45
2209,"good","other",40,"female","bisexual/other",16,"married","white",18.75
2210,"fair","rep",63,"female","hetero",14,"no longer married","white",NA
2211,"excellent","dem",50,"female","hetero",20,"married","white",67.5
2213,"fair","rep",77,"male","bisexual/other",8,"no longer married","white",NA
2214,"fair","dem",33,"male","bisexual/other",12,"never married","white",NA
2217,"good","dem",51,"male","bisexual/other",17,"married","white",82.5
2218,"good","other",42,"female","hetero",12,"never married","white",9
2219,"good","other",73,"male","bisexual/other",13,"married","white",NA
2221,"poor","other",57,"male","bisexual/other",12,"never married","white",NA
2222,"fair","other",65,"male","bisexual/other",19,NA,"white",NA
2224,"good","rep",59,"male","bisexual/other",13,"no longer married","white",45
2225,"good","rep",27,"female","bisexual/other",18,"married","white",NA
2226,"good","dem",29,"male","hetero",16,"never married","white",37.5
2227,"fair","rep",32,"female","bisexual/other",12,"married","white",27.5
2228,"good","rep",32,"male","hetero",11,"never married","white",37.5
2230,"good","dem",40,"female","bisexual/other",12,"married","white",23.75
2231,"excellent","rep",30,"female","hetero",17,"married","white",NA
2232,"good","dem",68,"female","bisexual/other",14,"never married","white",NA
2234,"fair","dem",51,"male","bisexual/other",9,"never married","white",NA
2235,"poor","other",56,"female","bisexual/other",11,"married","white",27.5
2237,"poor","dem",80,"male","bisexual/other",13,"married","other",NA
2238,"fair","dem",53,"female","hetero",8,"married","white",NA
2240,"good","dem",57,"female","bisexual/other",12,"married","white",32.5
2241,"poor","rep",59,"female","hetero",10,"no longer married","white",NA
2242,"good","rep",61,"female","bisexual/other",12,"married","white",13.75
2244,"poor","dem",66,"male","bisexual/other",12,"no longer married","white",NA
2245,"good","dem",55,"female","bisexual/other",12,"no longer married","white",3.5
2246,"good","rep",60,"female","hetero",12,"married","white",NA
2247,"good","rep",79,"female","bisexual/other",12,"no longer married","white",NA
2248,"fair","dem",55,"male","hetero",12,"married","white",120
2250,"excellent","dem",56,"female","bisexual/other",14,"no longer married","white",45
2251,"good","dem",66,"male","hetero",12,"married","white",NA
2252,"good","rep",30,"female","bisexual/other",19,"married","white",55
2253,"good","other",21,"female","bisexual/other",12,"never married","white",NA
2254,"good","rep",29,"male","hetero",12,"no longer married","white",11.25
2256,"fair","dem",57,"female","bisexual/other",12,"no longer married","white",37.5
2258,"fair","dem",77,"male","bisexual/other",8,"married","white",NA
2259,"excellent","dem",67,"male","bisexual/other",10,"no longer married","black",NA
2261,"fair","dem",24,"female","hetero",16,"never married","black",32.5
2262,"good","other",21,"female","bisexual/other",16,"never married","other",23.75
2263,"fair","dem",30,"male","bisexual/other",6,"never married","other",5.5
2264,"fair","rep",28,"female","bisexual/other",13,"never married","black",NA
2265,"good","dem",22,"female","bisexual/other",14,"never married","black",NA
2267,"good","rep",65,"male","bisexual/other",12,"married","white",NA
2269,"poor","other",89,"female","bisexual/other",12,"never married","white",NA
2270,"good","dem",46,"male","hetero",12,"no longer married","black",82.5
2272,"good","other",34,"female","bisexual/other",11,"married","white",9
2273,"fair","dem",34,"female","hetero",14,"married","black",45
2274,"fair","dem",64,"female","bisexual/other",10,"no longer married","black",NA
2276,"fair","dem",56,"male","hetero",14,"married","black",2
2277,"fair","rep",26,"female","bisexual/other",14,"never married","black",NA
2279,"good","rep",68,"female","hetero",17,"never married","white",13.75
2282,"excellent","other",22,"male","bisexual/other",12,"never married","black",NA
2284,"excellent","other",35,"female","bisexual/other",12,"married","white",23.75
2285,"fair","rep",43,"male","hetero",9,"married","white",NA
2287,"excellent","dem",34,"male","bisexual/other",6,"never married","other",21.25
2288,"poor","rep",60,"male","bisexual/other",10,"married","white",NA
2290,"good","other",37,"female","bisexual/other",11,"never married","black",NA
2291,"good","other",25,"female","gay",11,"never married","black",NA
2293,"excellent","dem",41,"male","bisexual/other",12,"never married","black",0.5
2295,"good","rep",23,"female","bisexual/other",13,"never married","black",2
2296,"fair","dem",53,"female","bisexual/other",12,"never married","black",NA
2297,"good","dem",30,"male","hetero",10,"never married","black",27.5
2298,"excellent","dem",21,"female","bisexual/other",13,"never married","black",3.5
2299,"fair","other",75,"male","bisexual/other",6,"no longer married","black",NA
2300,"fair","dem",77,"male","bisexual/other",12,"married","black",NA
2301,"good","dem",68,"male","hetero",10,"married","black",NA
2302,"good","dem",28,"female","bisexual/other",12,"married","black",21.25
2303,"excellent","rep",20,"female","hetero",12,"never married","black",NA
2305,"fair","dem",52,"male","bisexual/other",10,"no longer married","black",82.5
2306,"good","other",40,"male","hetero",12,"married","white",32.5
2307,"good","other",31,"female","hetero",12,"married","black",NA
2309,"poor","dem",53,"female","bisexual/other",9,"never married","black",NA
2310,"good","dem",78,"male","hetero",14,"no longer married","black",NA
2312,"good","rep",25,"female","bisexual/other",14,"never married","white",9
2313,"good","other",53,"female","bisexual/other",8,"married","white",23.75
2314,"fair","rep",54,"female","bisexual/other",12,"no longer married","white",NA
2316,"fair","other",75,"male","bisexual/other",NA,"married","white",NA
2317,"good","rep",56,"male","bisexual/other",17,"married","white",120
2318,"good","dem",36,"female","hetero",20,"married","white",55
2319,"excellent","other",52,"female","hetero",12,"no longer married","white",55
2321,"good","other",67,"male","bisexual/other",12,"no longer married","black",NA
2322,"good","rep",53,"male","hetero",15,"married","white",82.5
2325,"fair","other",68,"female","bisexual/other",12,"no longer married","white",6.5
2326,"excellent","dem",57,"female","bisexual/other",16,"no longer married","white",6.5
2327,"excellent","rep",39,"male","hetero",12,"never married","white",82.5
2329,"good","rep",74,"male","hetero",17,"no longer married","white",NA
2333,"good","dem",35,"female","hetero",17,"married","white",NA
2334,"excellent","dem",76,"male","bisexual/other",20,"married","white",NA
2335,"excellent","dem",65,"female","hetero",18,"no longer married","white",NA
2336,"good","dem",54,"female","bisexual/other",18,"married","white",37.5
2338,"good","rep",87,"female","hetero",12,"no longer married","white",NA
2339,"fair","rep",46,"female","hetero",12,"no longer married","white",NA
2340,"fair","other",29,"female","bisexual/other",14,"married","white",32.5
2342,"fair","rep",68,"female","bisexual/other",14,"no longer married","white",NA
2343,"good","rep",19,"male","hetero",12,"never married","white",NA
2344,"good","other",37,"female","bisexual/other",12,"no longer married","white",NA
2345,"excellent","rep",75,"female","bisexual/other",12,"married","white",16.25
2346,"excellent","other",67,"female","hetero",12,"married","white",3.5
2348,"good","other",79,"female","bisexual/other",12,"no longer married","white",NA
