,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,red
902,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,0
903,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,0
904,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,0
905,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,0
906,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,0
907,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,0
908,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,0
909,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,0
910,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7,0
911,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,0
912,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,0
913,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,0
914,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,0
915,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,0
916,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,0
917,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,0
918,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,0
919,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,0
920,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,0
921,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,0
922,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,0
923,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,0
924,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,0
925,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,0
926,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,0
927,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5,0
928,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6,0
929,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,0
930,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,0
931,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,0
932,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,0
933,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,0
934,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,0
935,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,0
936,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,0
937,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,0
938,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7,0
939,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
940,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,0
941,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,0
942,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,0
943,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,0
944,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,0
945,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,0
946,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,0
947,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,0
948,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,0
949,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,0
950,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5,0
951,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,0
952,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,0
953,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7,0
954,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,0
955,7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,0
956,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,0
957,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,0
958,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,0
959,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,0
960,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,0
961,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,0
962,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,0
963,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,0
964,7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,0
965,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0
966,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,0
967,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,0
968,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,0
969,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,0
970,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,0
971,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,0
972,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,0
973,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,0
974,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,0
975,7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,0
976,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,0
977,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,0
978,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,0
979,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6,0
980,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,0
981,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7,0
982,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,0
983,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,0
984,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,0
985,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,0
986,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,0
987,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,0
988,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6,0
989,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,0
990,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,0
991,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,0
992,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,0
993,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,6,0
994,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,0
995,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,0
996,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,0
997,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,0
998,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,0
999,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,0
