title,year,recipients,num_recipients,motivation
The Nobel Prize in Chemistry,1910,['Otto Wallach'],1,“in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds”
The Nobel Prize in Physiology or Medicine,1910,['Albrecht Kossel'],1,"“in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances”"
The Nobel Prize in Literature,1910,['Paul Johann Ludwig Heyse'],1,"“as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories”"
The Nobel Peace Prize,1910,['Bureau international permanent de la Paix (Permanent International Peace Bureau) '],1,
The Nobel Prize in Physics,1909,"['Guglielmo Marconi', 'Karl Ferdinand Braun']",2,“in recognition of their contributions to the development of wireless telegraphy”
The Nobel Prize in Chemistry,1909,['Wilhelm Ostwald'],1,“in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction”
The Nobel Prize in Physiology or Medicine,1909,['Emil Theodor Kocher'],1,"“for his work on the physiology, pathology and surgery of the thyroid gland”"
The Nobel Prize in Literature,1909,['Selma Ottilia Lovisa Lagerlöf'],1,"“in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings”"
The Nobel Peace Prize,1909,"['Auguste Marie François Beernaert', 'Paul Henri Benjamin Balluet d’Estournelles de Constant, Baron de Constant de Rebecque']",2,
The Nobel Prize in Physics,1908,['Gabriel Lippmann'],1,“for his method of reproducing colours photographically based on the phenomenon of interference”
The Nobel Prize in Chemistry,1908,['Ernest Rutherford'],1,"“for his investigations into the disintegration of the elements, and the chemistry of radioactive substances”"
The Nobel Prize in Physiology or Medicine,1908,"['Ilya Ilyich Mechnikov', 'Paul Ehrlich']",2,“in recognition of their work on immunity”
The Nobel Prize in Literature,1908,['Rudolf Christoph Eucken'],1,"“in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life”"
The Nobel Peace Prize,1908,"['Klas Pontus Arnoldson', 'Fredrik Bajer']",2,
The Nobel Prize in Physics,1907,['Albert Abraham Michelson'],1,“for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid”
The Nobel Prize in Chemistry,1907,['Eduard Buchner'],1,“for his biochemical researches and his discovery of cell-free fermentation”
The Nobel Prize in Physiology or Medicine,1907,['Charles Louis Alphonse Laveran'],1,“in recognition of his work on the role played by protozoa in causing diseases”
The Nobel Prize in Literature,1907,['Rudyard Kipling'],1,"“in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author”"
The Nobel Peace Prize,1907,"['Ernesto Teodoro Moneta', 'Louis Renault']",2,
The Nobel Prize in Physics,1906,['Joseph John Thomson'],1,“in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases”
The Nobel Prize in Chemistry,1906,['Henri Moissan'],1,"“in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him”"
The Nobel Prize in Physiology or Medicine,1906,"['Camillo Golgi', 'Santiago Ramón y Cajal']",2,“in recognition of their work on the structure of the nervous system”
The Nobel Prize in Literature,1906,['Giosuè Carducci'],1,"“not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces”"
The Nobel Peace Prize,1906,['Theodore Roosevelt'],1,
The Nobel Prize in Physics,1905,['Philipp Eduard Anton von Lenard'],1,“for his work on cathode rays”
The Nobel Prize in Chemistry,1905,['Johann Friedrich Wilhelm Adolf von Baeyer'],1,"“in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds”"
The Nobel Prize in Physiology or Medicine,1905,['Robert Koch'],1,“for his investigations and discoveries in relation to tuberculosis”
The Nobel Prize in Literature,1905,['Henryk Sienkiewicz'],1,“because of his outstanding merits as an epic writer”
The Nobel Peace Prize,1905,"['Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau']",1,
The Nobel Prize in Physics,1904,['Lord Rayleigh (John William Strutt)'],1,“for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies”
The Nobel Prize in Chemistry,1904,['Sir William Ramsay'],1,"“in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system”"
The Nobel Prize in Physiology or Medicine,1904,['Ivan Petrovich Pavlov'],1,"“in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged”"
The Nobel Prize in Literature,1904,"['Frédéric Mistral', 'José Echegaray y Eizaguirre']",2,"“in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Provençal philologist”"
The Nobel Peace Prize,1904,['Institut de droit international (Institute of International Law) '],1,
The Nobel Prize in Physics,1903,"['Antoine Henri Becquerel', 'Pierre Curie', 'Marie Curie, née Sklodowska']",3,“in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity”
The Nobel Prize in Chemistry,1903,['Svante August Arrhenius'],1,“in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation”
The Nobel Prize in Physiology or Medicine,1903,['Niels Ryberg Finsen'],1,"“in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science”"
The Nobel Prize in Literature,1903,['Bjørnstjerne Martinus Bjørnson'],1,"“as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit”"
The Nobel Peace Prize,1903,['William Randal Cremer'],1,
The Nobel Prize in Physics,1902,"['Hendrik Antoon Lorentz', 'Pieter Zeeman']",2,“in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena”
The Nobel Prize in Chemistry,1902,['Hermann Emil Fischer'],1,“in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses”
The Nobel Prize in Physiology or Medicine,1902,['Ronald Ross'],1,"“for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it”"
The Nobel Prize in Literature,1902,['Christian Matthias Theodor Mommsen'],1,"“the greatest living master of the art of historical writing, with special reference to his monumental work, A history of Rome”"
The Nobel Peace Prize,1902,"['Élie Ducommun', 'Charles Albert Gobat']",2,
The Nobel Prize in Physics,1901,['Wilhelm Conrad Röntgen'],1,“in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him”
The Nobel Prize in Chemistry,1901,['Jacobus Henricus van ‘t Hoff'],1,“in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions”
The Nobel Prize in Physiology or Medicine,1901,['Emil Adolf von Behring'],1,"“for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths”"
The Nobel Prize in Literature,1901,['Sully Prudhomme'],1,"“in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect”"
The Nobel Peace Prize,1901,"['Jean Henry Dunant', 'Frédéric Passy']",2,
